"feature.1","feature.2","correlation","p_value"
"HIV Prevalence Rate","Winter Avg. Temperature",0.362149209684696,5.18193649786528e-97
"Poverty Rate","Service Occupations",0.361695660092306,9.3325049698005e-97
"Sexually Transmitted Infections Rate","Diabetes Rate",0.361578291596248,1.08655047984376e-96
"Voting Participation Rate","Winter Avg. Temperature",-0.361570483470414,1.09759751536226e-96
"Low Birth Weight Rate","Crime Rate",0.360699984319058,3.38419364891653e-96
"African American Population","Less Than High School",0.360271845355181,5.88040341244878e-96
"African American Population","Avg. No. of Mentally Unhealthy Day",0.359294068303616,2.07025676100583e-95
"Republican Win 2012","Graduate Degree",-0.357543536511441,1.94919403111677e-94
"Asian American Population","Adult Obesity Rate",-0.357348632309676,2.49978211498871e-94
"Adults 65 and Older Living in Poverty","Uninsured Rate",0.356873942307211,4.57861328683427e-94
"Republican Win 2016","HIV Prevalence Rate",-0.356506724935853,7.30719486676631e-94
"Adults 65 and Older Living in Poverty","Graduate Degree",-0.356182908542129,1.10293544101976e-93
"Gini Coefficient","Homicide Rate",0.355705307597918,2.02247182636181e-93
"Service Occupations","Children in Single Parent Households Rate",0.351578777281852,3.64970614313841e-91
"Republican Win 2016","Homogeneity Index",0.351435860935541,4.36315847149917e-91
"Gini Coefficient","Winter Avg. Temperature",0.350977521859264,7.73060824316027e-91
"Republican Win 2012","Sexually Transmitted Infections Rate",-0.349664973538346,3.95647301893023e-90
"Voting Participation Rate","Children Under 6 Living in Poverty",-0.348087285145233,2.78720338596172e-89
"Adults 65 and Older Living in Poverty","Management, Professional, and Related Occupations",-0.347964677880223,3.2423101074078e-89
"HIV Prevalence Rate","Low Birth Weight Rate",0.345523345823819,6.49635988180294e-88
"Avg. No. of Physically Unhealthy Day","Injury Death Rate",0.344980024176793,1.2612806967485e-87
"Median Earning","Avg. No. of Mentally Unhealthy Day",-0.344836218966676,1.50307437730036e-87
"Age Dependency Ratio","At Least Bachelor Degree",-0.344674467863141,1.83065512423628e-87
"Gini Coefficient","Less Than High School",0.34430750972431,2.86203288159022e-87
"Child Poverty","Graduate Degree",-0.343776581061286,5.4575442254427e-87
"Asian American Population","Homogeneity Index",-0.343666010688412,6.24177470473273e-87
"Native American Population","Sexually Transmitted Infections Rate",0.343652631904365,6.34398241920894e-87
"School Enrollment","Preschool Enrollment Ratio",0.343358707380714,9.06242491479279e-87
"Construction, Extraction, Maintenance, and Repair Occupations","Injury Death Rate",0.342474950950636,2.64198167263877e-86
"Graduate Degree","Adult Smoking Rate",-0.342080329103465,4.25536969029662e-86
"Adult Smoking Rate","Injury Death Rate",0.341524461832823,8.31801592211625e-86
"Unemployment Rate","At Least Bachelor Degree",-0.340419037917621,3.14130833819352e-85
"Production, Transportation, and Material moving Occupations","Avg. No. of Mentally Unhealthy Day",0.339976235107167,5.3409426660993e-85
"White not Latino Population","Avg. No. of Physically Unhealthy Day",-0.339880662807024,5.98852686576795e-85
"Median Earning","Adult Obesity Rate",-0.339043600965714,1.62885358084272e-84
"Population Density","Asian American Population",0.338298675596864,3.95805055874661e-84
"Construction, Extraction, Maintenance, and Repair Occupations","Uninsured Rate",0.337591717037039,9.17160057227145e-84
"Gini Coefficient","Crime Rate",0.335563661808445,1.00953627541776e-82
"Voting Participation Rate","Uninsured Rate",-0.334930335164417,2.12722778750874e-82
"Management, Professional, and Related Occupations","Children in Single Parent Households Rate",-0.334671862286437,2.88203918624729e-82
"Gini Coefficient","Avg. No. of Mentally Unhealthy Day",0.333695980281173,9.04691400320879e-82
"Republican Win 2016","Age Dependency Ratio",0.331859149550213,7.70366423834553e-81
"Child Poverty","Service Occupations",0.33078088428076,2.6901504429786e-80
"Adult Obesity Rate","Low Birth Weight Rate",0.330595420589118,3.3340053974237e-80
"Asian American Population","Injury Death Rate",-0.329724857875885,9.1102780183648e-80
"Latino Population","Teen Birth Rate",0.328942264517189,2.24267509880273e-79
"Homogeneity Index","Gini Coefficient",-0.328374735147622,4.30295635095011e-79
"Management, Professional, and Related Occupations","Infant Mortality",-0.328369639361157,4.32817923227808e-79
"Voting Power","Median Earning",0.326927182675531,2.25352166008515e-78
"Diabetes Rate","Winter Avg. Precipitation",0.326606898229734,3.24667334714249e-78
"Production, Transportation, and Material moving Occupations","Diabetes Rate",0.326222510757681,5.02922095326899e-78
"Republican Win 2012","African American Population",-0.325959480703329,6.78263101925625e-78
"Less Than High School","Winter Avg. Precipitation",0.325866704240759,7.53676694433949e-78
"Latino Population","Less Than High School",0.323808508168081,7.74141151821628e-77
"Unemployment Rate","Winter Avg. Temperature",0.323497983300036,1.09840906470189e-76
"Latino Population","Winter Avg. Temperature",0.322654473486418,2.83531766372121e-76
"Production, Transportation, and Material moving Occupations","Avg. No. of Physically Unhealthy Day",0.322471618286605,3.48101208871602e-76
"Avg. No. of Mentally Unhealthy Day","Crime Rate",0.321184768772153,1.46901592805704e-75
"Child Poverty","Crime Rate",0.321138076785362,1.54759766484004e-75
"Voting Power","Population Density",0.321099781925563,1.61516368639027e-75
"Uninsured Rate","Injury Death Rate",0.321099206815055,1.61620048055846e-75
"School Enrollment","Uninsured Rate",-0.320649428031486,2.66848115180453e-75
"Unemployment Rate","Infant Mortality",0.32020028858561,4.39897020967374e-75
"Sexually Transmitted Infections Rate","Avg. No. of Mentally Unhealthy Day",0.319846022790297,6.52107732757634e-75
"At Least Bachelor Degree","Uninsured Rate",-0.319319127844878,1.16995930332266e-74
"Median Age","Injury Death Rate",0.31728360420641,1.10679303857129e-73
"Gini Coefficient","Life Expectancy",-0.317265439196706,1.12912254799892e-73
"Life Expectancy","Crime Rate",-0.316619085316962,2.29621519489753e-73
"Adult Smoking Rate","Winter Avg. Precipitation",0.316514502116736,2.57525666974672e-73
"Republican Win 2012","At Least Bachelor Degree",-0.316005066765308,4.49939267510704e-73
"Republican Win 2016","Crime Rate",-0.315570290906196,7.23764471769545e-73
"Children Under 6 Living in Poverty","Graduate Degree",-0.315508760341655,7.74079821622268e-73
"Median Age","Latino Population",-0.315147331977424,1.14841360552056e-72
"Republican Win 2012","Asian American Population",-0.315133876982934,1.16538983839658e-72
"Sexually Transmitted Infections Rate","Winter Avg. Temperature",0.314599981868866,2.08488316212936e-72
"Children Under 6 Living in Poverty","Winter Avg. Temperature",0.314441407008845,2.47748322183292e-72
"Voting Participation Rate","Median Earning",0.313675360771579,5.69290525688808e-72
"African American Population","Teen Birth Rate",0.313638713910732,5.92369258130258e-72
"White not Latino Population","Unemployment Rate",-0.311394867694986,6.67830664662952e-71
"Uninsured Rate","Homicide Rate",0.311268940217945,7.64609026183664e-71
"Voting Participation Rate","School Enrollment",0.311122383897141,8.949612921943e-71
"Teen Birth Rate","Crime Rate",0.310624096860313,1.52739659376517e-70
"Homogeneity Index","Less Than High School",-0.310134770699626,2.5792151496034e-70
"Avg. No. of Physically Unhealthy Day","Crime Rate",0.309606395760711,4.53623082491582e-70
"Asian American Population","Life Expectancy",0.309573131368148,4.70019175414816e-70
"Child Poverty","Injury Death Rate",0.309267189160004,6.51400500375118e-70
"Adults 65 and Older Living in Poverty","Sexually Transmitted Infections Rate",0.30867809099457,1.21978017256449e-69
"Median Earning","Infant Mortality",-0.308068709651133,2.33043642531335e-69
"Infant Mortality","Winter Avg. Temperature",0.307022377365289,7.05723374507868e-69
"Republican Win 2012","HIV Prevalence Rate",-0.307004239957993,7.19379995919604e-69
"Republican Win 2012","Children in Single Parent Households Rate",-0.306558945178976,1.15115440650008e-68
"Construction, Extraction, Maintenance, and Repair Occupations","School Enrollment",-0.306347545556421,1.4385976016787e-68
"Poverty Rate","Crime Rate",0.305957071143289,2.17038940175644e-68
"African American Population","Adult Smoking Rate",0.305644775552817,3.01426371659345e-68
"Gini Coefficient","HIV Prevalence Rate",0.304415120983,1.09430662059839e-67
"Gini Coefficient","Teen Birth Rate",0.304289481622708,1.24795865265962e-67
"Age Dependency Ratio","Asian American Population",-0.303606272184818,2.54681552607964e-67
"Homogeneity Index","Child Poverty",-0.302730500375908,6.33713903060963e-67
"Unemployment Rate","Adult Obesity Rate",0.30206851104093,1.25962459757983e-66
"Construction, Extraction, Maintenance, and Repair Occupations","Less Than High School",0.300658626519807,5.40824459440144e-66
"Gini Coefficient","Unemployment Rate",0.300107246923421,9.54066737480097e-66
"Graduate Degree","Uninsured Rate",-0.29952721041506,1.7311399575934e-65
"Poverty Rate","Injury Death Rate",0.299214329233868,2.38594632339609e-65
"Infant Mortality","Winter Avg. Precipitation",0.29867108251557,4.16065191133549e-65
"Graduate Degree","Infant Mortality",-0.298452782627576,5.20067605309506e-65
"School Enrollment","Life Expectancy",0.298139559110059,7.16053754530851e-65
"Gini Coefficient","Median Earning",-0.297949575746863,8.69163270257546e-65
"Child Poverty","School Enrollment",-0.297739304906963,1.07688528796281e-64
"Children Under 6 Living in Poverty","Service Occupations",0.296034612209505,6.07864918128591e-64
"Native American Population","Adult Smoking Rate",0.295659887253409,8.87863079133197e-64
"Median Earning","Farming, Fishing, and Forestry Occupations",-0.295311737895399,1.26181184922485e-63
"Uninsured Rate","Low Birth Weight Rate",0.294410071346746,3.1285815706514e-63
"Homogeneity Index","Poverty Rate",-0.294291767734892,3.52357001184621e-63
"Republican Win 2016","Children in Single Parent Households Rate",-0.292231317395926,2.76928504792029e-62
"Child Poverty","Winter Avg. Precipitation",0.292194546740369,2.87262682812466e-62
"Children Under 6 Living in Poverty","Injury Death Rate",0.291809380658722,4.21510124954247e-62
"Graduate Degree","Avg. No. of Physically Unhealthy Day",-0.29128529206556,7.09553272084055e-62
"Management, Professional, and Related Occupations","Uninsured Rate",-0.291106319224982,8.4744840879597e-62
"Native American Population","Injury Death Rate",0.290348042771928,1.79586238191712e-61
"Republican Win 2012","Age Dependency Ratio",0.290247532433652,1.98349326512974e-61
"Poverty Rate","Winter Avg. Precipitation",0.287809004469994,2.18333237502951e-60
"Adults 65 and Older Living in Poverty","Injury Death Rate",0.287684896280467,2.46524706755375e-60
"Republican Win 2012","Voting Power",-0.28709575297979,4.3838632079801e-60
"School Enrollment","Avg. No. of Physically Unhealthy Day",-0.287083060944804,4.43849884020615e-60
"Unemployment Rate","Sexually Transmitted Infections Rate",0.286335889881876,9.19199866179609e-60
"Production, Transportation, and Material moving Occupations","Infant Mortality",0.284867728534529,3.8183027608359e-59
"Republican Win 2012","Homogeneity Index",0.283989130456072,8.91663735140781e-59
"Voting Power","Homogeneity Index",-0.283919181567315,9.53824245194593e-59
"Voting Power","Management, Professional, and Related Occupations",0.283673198521315,1.20871265944854e-58
"Sex Ratio","School Enrollment",-0.28315394961887,1.99112665395388e-58
"Gini Coefficient","Uninsured Rate",0.282973750573837,2.3671186117461e-58
"Farming, Fishing, and Forestry Occupations","Graduate Degree",-0.28176918055071,7.49804498013809e-58
"Voting Power","Adult Obesity Rate",-0.281487037727606,9.81459626754021e-58
"Age Dependency Ratio","Diabetes Rate",0.281291560779759,1.18250007858976e-57
"Sexually Transmitted Infections Rate","Adult Obesity Rate",0.280785309688622,1.91464543564194e-57
"Age Dependency Ratio","HIV Prevalence Rate",-0.280587334765665,2.31106990244479e-57
"Voting Power","HIV Prevalence Rate",0.28035836836383,2.8724177595313e-57
"Adults 65 and Older Living in Poverty","Winter Avg. Temperature",0.279805857456941,4.85015142967793e-57
"Homicide Rate","Winter Avg. Precipitation",0.279437888194888,6.87044600678405e-57
"Asian American Population","Production, Transportation, and Material moving Occupations",-0.278873721630573,1.17057673588256e-56
"Other race(s) Population","Homogeneity Index",-0.278766819744621,1.29475828841822e-56
"Median Earning","Children in Single Parent Households Rate",-0.278272934150625,2.06176753933946e-56
"Republican Win 2016","Gini Coefficient",-0.27801910042426,2.61771676529308e-56
"Unemployment Rate","Crime Rate",0.27755146168068,4.06116805228825e-56
"Median Age","Crime Rate",-0.277179686417486,5.75460508052796e-56
"Unemployment Rate","Service Occupations",0.276689059753245,9.10771903485389e-56
"Uninsured Rate","Avg. No. of Mentally Unhealthy Day",0.276358324518082,1.24048639902258e-55
"Injury Death Rate","Homicide Rate",0.275498845467306,2.76326612637897e-55
"Construction, Extraction, Maintenance, and Repair Occupations","Life Expectancy",-0.27537465999891,3.10153675904228e-55
"Asian American Population","Construction, Extraction, Maintenance, and Repair Occupations",-0.274339212882719,8.10478256882834e-55
"Management, Professional, and Related Occupations","Service Occupations",-0.273741620488367,1.40823712975656e-54
"Poverty Rate","Graduate Degree",-0.273238348891992,2.24012419223089e-54
"Gini Coefficient","Adult Smoking Rate",0.273003955277051,2.77982548249737e-54
"White not Latino Population","Service Occupations",-0.272916765543264,3.01207162436365e-54
"Republican Win 2012","Construction, Extraction, Maintenance, and Repair Occupations",0.272661544204391,3.80888411475478e-54
"Asian American Population","Adult Smoking Rate",-0.271236006137012,1.40644226723009e-53
"Production, Transportation, and Material moving Occupations","Teen Birth Rate",0.270917825424651,1.88053679804174e-53
"Gini Coefficient","Winter Avg. Precipitation",0.270328517874518,3.21732569985667e-53
"Graduate Degree","Preschool Enrollment Ratio",0.270029591165791,4.2224987088263e-53
"Age Dependency Ratio","Winter Avg. Precipitation",-0.26951129146289,6.75989015533725e-53
"Sales and Office Occupations","At Least Bachelor Degree",0.269225055346326,8.76217346032326e-53
"Age Dependency Ratio","Sales and Office Occupations",-0.269142796239999,9.43987823738403e-53
"Sales and Office Occupations","Injury Death Rate",-0.268255471672413,2.10500064943868e-52
"Children Under 6 Living in Poverty","Crime Rate",0.267914340013697,2.86285746739732e-52
"Construction, Extraction, Maintenance, and Repair Occupations","Teen Birth Rate",0.265651898983006,2.17563497777698e-51
"Voting Participation Rate","Adult Obesity Rate",-0.265221840294324,3.19187062309768e-51
"Population Density","Graduate Degree",0.265049448430924,3.72121755428671e-51
"Republican Win 2012","Crime Rate",-0.264945936967602,4.08013622524423e-51
"Homogeneity Index","Diabetes Rate",-0.264401633542518,6.61701400732991e-51
"White not Latino Population","Asian American Population",-0.263845584387316,1.08310855027023e-50
"Republican Win 2016","Median Age",0.26372218305484,1.20808224439433e-50
"White not Latino Population","Life Expectancy",0.263607085412695,1.33754072064572e-50
"Asian American Population","Diabetes Rate",-0.263111948077593,2.07130874731482e-50
"Avg. No. of Mentally Unhealthy Day","Injury Death Rate",0.2607508436517,1.64584338047205e-49
"Children Under 6 Living in Poverty","School Enrollment",-0.260083192422314,2.94611419013851e-49
"Median Earning","Unemployment Rate",-0.258587526535145,1.07903584288345e-48
"Republican Win 2016","Construction, Extraction, Maintenance, and Repair Occupations",0.257047662247246,4.07035429169185e-48
"Management, Professional, and Related Occupations","Low Birth Weight Rate",-0.256407667801111,7.04902090691863e-48
"Gini Coefficient","Infant Mortality",0.255810568481358,1.17498951030731e-47
"At Least Bachelor Degree","Preschool Enrollment Ratio",0.254956673963452,2.43421141656808e-47
"Latino Population","Adult Smoking Rate",-0.25493873549627,2.4716716002383e-47
"Voting Participation Rate","Adults 65 and Older Living in Poverty",-0.254559289587292,3.41319896337262e-47
"Voting Participation Rate","Latino Population",-0.252422453173581,2.08033088340761e-46
"School Enrollment","Adult Smoking Rate",-0.252348598478226,2.21375605872844e-46
"Median Earning","Homicide Rate",-0.252086496695531,2.75974161683419e-46
"Voting Power","Sales and Office Occupations",0.252082101742254,2.769955709286e-46
"Poverty Rate","School Enrollment",-0.251149510713746,6.056314024945e-46
"Republican Win 2016","Production, Transportation, and Material moving Occupations",0.251122692302638,6.19379985960607e-46
"Sales and Office Occupations","Graduate Degree",0.251056290000141,6.54771977088308e-46
"Age Dependency Ratio","African American Population",-0.250687131330261,8.91506267153803e-46
"Voting Power","Crime Rate",0.250283815915596,1.24826547838543e-45
"Less Than High School","Injury Death Rate",0.249192431520131,3.09425496262893e-45
"Sex Ratio","Age Dependency Ratio",-0.24895364971362,3.77185702210573e-45
"Voting Power","Injury Death Rate",-0.248544271110686,5.29396290189694e-45
"Median Age","Asian American Population",-0.247733960763925,1.0336974926205e-44
"Latino Population","Farming, Fishing, and Forestry Occupations",0.247644160066315,1.11310064993148e-44
"Age Dependency Ratio","Homogeneity Index",0.247544994924823,1.20784696174043e-44
"Latino Population","Adult Obesity Rate",-0.247322362977113,1.45078507886045e-44
"At Least Bachelor Degree","Homicide Rate",-0.247129469660919,1.70019135559874e-44
"Management, Professional, and Related Occupations","Injury Death Rate",-0.246674608606375,2.47013064481211e-44
"Adults 65 and Older Living in Poverty","Production, Transportation, and Material moving Occupations",0.246153116332359,3.7869881008478e-44
"Crime Rate","Winter Avg. Precipitation",0.246137064808058,3.8370630508758e-44
"Child Poverty","Production, Transportation, and Material moving Occupations",0.245582468749621,6.03749308220636e-44
"Asian American Population","Infant Mortality",-0.244801010127844,1.14129632756243e-43
"Children Under 6 Living in Poverty","Winter Avg. Precipitation",0.244129127122118,1.96959378631221e-43
"Native American Population","Poverty Rate",0.244080489796807,2.04881713121583e-43
"At Least Bachelor Degree","Children in Single Parent Households Rate",-0.243985092607424,2.21352327425313e-43
"Voting Participation Rate","Graduate Degree",0.243942447642346,2.29134701916687e-43
"Homogeneity Index","Winter Avg. Precipitation",-0.243911624288908,2.34928545825997e-43
"Republican Win 2016","Management, Professional, and Related Occupations",-0.243150219009779,4.34854715419517e-43
"Less Than High School","Sexually Transmitted Infections Rate",0.240774706014724,2.92851717047206e-42
"White not Latino Population","Native American Population",-0.240122075045277,4.92748694724628e-42
"Children Under 6 Living in Poverty","Production, Transportation, and Material moving Occupations",0.238695474795759,1.52834875803412e-41
"Homogeneity Index","Children Under 6 Living in Poverty",-0.238465379486798,1.83318895237167e-41
"Median Earning","Production, Transportation, and Material moving Occupations",-0.238162494475275,2.32835743389217e-41
"Diabetes Rate","Crime Rate",0.238101806782713,2.44252197135025e-41
"Adult Obesity Rate","Winter Avg. Precipitation",0.237283125198187,4.6527235614737e-41
"Uninsured Rate","Children in Single Parent Households Rate",0.236530968517306,8.39252915312762e-41
"Population Density","At Least Bachelor Degree",0.236095031411559,1.18021564879587e-40
"Homogeneity Index","Avg. No. of Physically Unhealthy Day",-0.235682395112605,1.62868512906172e-40
"Unemployment Rate","Production, Transportation, and Material moving Occupations",0.235125629012087,2.51270290438359e-40
"Native American Population","Teen Birth Rate",0.235063938097106,2.63618165645627e-40
"Infant Mortality","Crime Rate",0.2348119231567,3.20643752053682e-40
"School Enrollment","Diabetes Rate",-0.233825288994749,6.88671793988207e-40
"Adults 65 and Older Living in Poverty","School Enrollment",-0.233684486349069,7.67829266870217e-40
"Age Dependency Ratio","Crime Rate",-0.23333312761447,1.00702701846251e-39
"Farming, Fishing, and Forestry Occupations","Winter Avg. Precipitation",-0.232982735171802,1.31916437083516e-39
"Voting Power","Age Dependency Ratio",-0.232780633704079,1.54114379826886e-39
"Median Age","Poverty Rate",-0.232249092751467,2.3183588830694e-39
"Republican Win 2016","Preschool Enrollment Ratio",-0.231735815152491,3.43558637290118e-39
"Republican Win 2012","Preschool Enrollment Ratio",-0.231577349156337,3.87841841065059e-39
"Voting Power","White not Latino Population",-0.230249049709072,1.06770630248205e-38
"Service Occupations","Sexually Transmitted Infections Rate",0.229846088784675,1.44984300483545e-38
"Adult Obesity Rate","Injury Death Rate",0.228293816095126,4.68559481702502e-38
"Voting Participation Rate","Unemployment Rate",-0.227872555325137,6.43228340911909e-38
"Service Occupations","Avg. No. of Physically Unhealthy Day",0.227648451983089,7.61118946617153e-38
"Service Occupations","Diabetes Rate",0.227426937562911,8.98706786876892e-38
"Management, Professional, and Related Occupations","Homicide Rate",-0.226734496074421,1.50905951091659e-37
"School Enrollment","Injury Death Rate",-0.226665355218495,1.58906002504683e-37
"Median Earning","Sales and Office Occupations",0.22665473871397,1.60171168954567e-37
"At Least Bachelor Degree","Low Birth Weight Rate",-0.226621243076329,1.64228801727314e-37
"Infant Mortality","Injury Death Rate",0.226582928517869,1.68995545830869e-37
"Voting Participation Rate","Children in Single Parent Households Rate",-0.226349117161273,2.01211857952539e-37
"Voting Participation Rate","Age Dependency Ratio",0.226147383807012,2.33865685434278e-37
"HIV Prevalence Rate","Winter Avg. Precipitation",0.225943078235044,2.7229971611284e-37
"Sales and Office Occupations","Production, Transportation, and Material moving Occupations",-0.225730681102339,3.18915521318931e-37
"Voting Power","Construction, Extraction, Maintenance, and Repair Occupations",-0.22524450752496,4.5761376457655e-37
"Gini Coefficient","Service Occupations",0.225212832252502,4.68493559212055e-37
"Farming, Fishing, and Forestry Occupations","At Least Bachelor Degree",-0.224789473577863,6.41124854559994e-37
"Homogeneity Index","Life Expectancy",0.224758610870008,6.55938952306882e-37
"Native American Population","Other race(s) Population",0.224571270440447,7.53445721182347e-37
"Child Poverty","HIV Prevalence Rate",0.224183353188941,1.00347633901821e-36
"White not Latino Population","Infant Mortality",-0.223561944652288,1.58629119853974e-36
"Voting Participation Rate","Service Occupations",-0.222613929740615,3.18144289575014e-36
"Voting Power","Production, Transportation, and Material moving Occupations",-0.2223232781006,3.93556704707178e-36
"School Enrollment","Avg. No. of Mentally Unhealthy Day",-0.221967850860315,5.10270321621244e-36
"Republican Win 2016","Population Density",-0.221356403013009,7.96855389831108e-36
"Asian American Population","Teen Birth Rate",-0.221305603945731,8.26867401781552e-36
"Voting Participation Rate","Diabetes Rate",-0.220795363475059,1.19808529617539e-35
"Median Earning","School Enrollment",0.219775773216141,2.50667041732808e-35
"Management, Professional, and Related Occupations","Winter Avg. Temperature",-0.219592965235838,2.86029134849193e-35
"Service Occupations","Teen Birth Rate",0.21945899352845,3.15049973643409e-35
"Republican Win 2016","Injury Death Rate",0.219271742520554,3.60572557704105e-35
"Service Occupations","Production, Transportation, and Material moving Occupations",-0.21880772477746,5.03506095830459e-35
"Management, Professional, and Related Occupations","Winter Avg. Precipitation",-0.218776398275538,5.14970871508077e-35
"Median Age","Graduate Degree",-0.218644689106193,5.66078098014352e-35
"Asian American Population","HIV Prevalence Rate",0.218483059623238,6.35723847179718e-35
"Age Dependency Ratio","Uninsured Rate",0.216813288884011,2.09649079900671e-34
"Sales and Office Occupations","Crime Rate",0.216148559046575,3.36198084257253e-34
"Other race(s) Population","At Least Bachelor Degree",0.215369050716667,5.83770722658562e-34
"Republican Win 2016","Latino Population",-0.214164325601084,1.3638609189847e-33
"African American Population","Preschool Enrollment Ratio",0.21384228695419,1.70963422378696e-33
"Sex Ratio","Service Occupations",0.213039009384602,2.99906165698796e-33
"Other race(s) Population","Production, Transportation, and Material moving Occupations",-0.212898958466113,3.30703854943472e-33
"Voting Participation Rate","Sex Ratio",-0.211483719889397,8.84606515402558e-33
"Population Density","Median Earning",0.211057996784163,1.18765119979531e-32
"Median Age","African American Population",-0.210467671113627,1.7849822174642e-32
"Voting Power","Life Expectancy",0.210002640954158,2.45836420940843e-32
"Median Age","Teen Birth Rate",-0.209568233248223,3.31287501876984e-32
"Voting Participation Rate","Homogeneity Index",0.209416003607678,3.67737551534178e-32
"Republican Win 2012","Injury Death Rate",0.209351086547789,3.84466967999668e-32
"White not Latino Population","Avg. No. of Mentally Unhealthy Day",-0.208108257667909,8.98491875351336e-32
"Other race(s) Population","Graduate Degree",0.207050948462223,1.84195889385579e-31
"Republican Win 2012","Gini Coefficient",-0.207023081960864,1.87704097701927e-31
"Voting Participation Rate","White not Latino Population",0.206409010350376,2.84271612041763e-31
"Infant Mortality","HIV Prevalence Rate",0.206003206977003,3.73715146896358e-31
"Age Dependency Ratio","Sexually Transmitted Infections Rate",-0.205774881684955,4.35789931112506e-31
"Poverty Rate","HIV Prevalence Rate",0.205759261803135,4.40392357957243e-31
"Voting Participation Rate","Production, Transportation, and Material moving Occupations",-0.204276942231958,1.18887331218136e-30
"Uninsured Rate","Infant Mortality",0.204244119117571,1.21520050569439e-30
"Median Age","Winter Avg. Temperature",-0.204183971106334,1.26495476131194e-30
"Latino Population","Winter Avg. Precipitation",-0.204020436061526,1.41068220093621e-30
"Sales and Office Occupations","Construction, Extraction, Maintenance, and Repair Occupations",-0.203439331339743,2.07667435878476e-30
"Poverty Rate","Production, Transportation, and Material moving Occupations",0.203316372891252,2.25339637509643e-30
"Republican Win 2016","Homicide Rate",-0.203215598142512,2.40929753285584e-30
"Latino Population","Infant Mortality",-0.202099687217265,5.04163040133858e-30
"Republican Win 2016","Adult Obesity Rate",0.201542450441204,7.27775493235391e-30
"Age Dependency Ratio","Median Earning",-0.20141068968922,7.93643732087229e-30
"Service Occupations","Crime Rate",0.201323716286333,8.40328302180721e-30
"Voting Participation Rate","Crime Rate",-0.201084342788013,9.83354879383652e-30
"Less Than High School","Crime Rate",0.200643592140622,1.3127152194149e-29
"Latino Population","Production, Transportation, and Material moving Occupations",-0.199670010990801,2.47890263690124e-29
"Adult Smoking Rate","Crime Rate",0.19928019885982,3.19448443463329e-29
"Native American Population","Child Poverty",0.198711085237985,4.6215885501437e-29
"Adults 65 and Older Living in Poverty","Sales and Office Occupations",-0.197848345948871,8.07235249760806e-29
"Sex Ratio","Sales and Office Occupations",-0.19667079770239,1.72098710491533e-28
"Homogeneity Index","Unemployment Rate",-0.194918209813475,5.26310681696847e-28
"Adults 65 and Older Living in Poverty","Winter Avg. Precipitation",0.19470623777822,6.02067248803552e-28
"Construction, Extraction, Maintenance, and Repair Occupations","Winter Avg. Temperature",0.193970479048005,9.59043829357497e-28
"Voting Participation Rate","Winter Avg. Precipitation",-0.193454248605555,1.32806178149822e-27
"Voting Power","Adult Smoking Rate",-0.193406455626981,1.36863328555326e-27
"Median Age","Diabetes Rate",0.192437907096481,2.5141729423111e-27
"HIV Prevalence Rate","Diabetes Rate",0.191892919035756,3.5349787223032e-27
"Median Earning","Low Birth Weight Rate",-0.191450371768789,4.65836411457253e-27
"Farming, Fishing, and Forestry Occupations","Injury Death Rate",0.190916658020548,6.49200851357153e-27
"Farming, Fishing, and Forestry Occupations","Less Than High School",0.190320998528332,9.3918694726919e-27
"Service Occupations","School Enrollment",-0.189774117863354,1.3168160665978e-26
"Asian American Population","Children Under 6 Living in Poverty",-0.189712975801665,1.36743533195418e-26
"Life Expectancy","HIV Prevalence Rate",-0.189658108306051,1.41449882793418e-26
"Asian American Population","Sales and Office Occupations",0.189481056091381,1.57758902503586e-26
"Voting Power","Median Age",-0.189442959097374,1.61504682978716e-26
"Adult Obesity Rate","Winter Avg. Temperature",0.189198380433541,1.87741474132736e-26
"Service Occupations","HIV Prevalence Rate",0.189148498890607,1.93589786931333e-26
"Republican Win 2016","Low Birth Weight Rate",-0.188879049384328,2.28445203733832e-26
"Graduate Degree","Avg. No. of Mentally Unhealthy Day",-0.188544699334078,2.80445879519119e-26
"Asian American Population","Child Poverty",-0.18834363175534,3.1719833078395e-26
"Median Age","At Least Bachelor Degree",-0.188258638142204,3.3413361066826e-26
"Asian American Population","Adults 65 and Older Living in Poverty",-0.188213607549828,3.43466081089851e-26
"Republican Win 2012","Service Occupations",-0.187875400572477,4.22320172195668e-26
"Population Density","Management, Professional, and Related Occupations",0.187607910246631,4.9717736928407e-26
"Sexually Transmitted Infections Rate","Winter Avg. Precipitation",0.187565173125072,5.10298571786493e-26
"Teen Birth Rate","Winter Avg. Precipitation",0.187434034407074,5.52740490907759e-26
"Voting Power","Farming, Fishing, and Forestry Occupations",-0.187007031924878,7.16672882622649e-26
"Sales and Office Occupations","Uninsured Rate",-0.186499395530126,9.75143155473741e-26
"Homogeneity Index","Infant Mortality",-0.186450835474218,1.00425140328053e-25
"Voting Power","Other race(s) Population",0.1861464077602,1.20738127090173e-25
"Less Than High School","HIV Prevalence Rate",0.185831915670395,1.45997895193178e-25
"Sales and Office Occupations","Winter Avg. Precipitation",0.185501543145753,1.78178965723225e-25
"Construction, Extraction, Maintenance, and Repair Occupations","Avg. No. of Physically Unhealthy Day",0.185490360031703,1.79383277715747e-25
"Homogeneity Index","Production, Transportation, and Material moving Occupations",0.184539462632729,3.17584332688689e-25
